Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,Projected Job Openings
4,17-2112.00,Industrial Engineers,Y,https://www.onetonline.org/link/summary/17-2112.00,"$48.63 hourly, $101,140 annual",Much faster than average (7% or higher),"25,200"
3,49-9041.00,Industrial Machinery Mechanics,Y,https://www.onetonline.org/link/summary/49-9041.00,"$30.65 hourly, $63,760 annual",Much faster than average (7% or higher),"45,700"
4,11-3051.00,Industrial Production Managers,Y,https://www.onetonline.org/link/summary/11-3051.00,"$58.39 hourly, $121,440 annual",Slower than average (1% to 2%),"17,100"
2,53-7051.00,Industrial Truck and Tractor Operators,Y,https://www.onetonline.org/link/summary/53-7051.00,"$22.30 hourly, $46,390 annual",Slower than average (1% to 2%),"76,400"
5,19-3032.00,Industrial-Organizational Psychologists,Y,https://www.onetonline.org/link/summary/19-3032.00,"$52.81 hourly, $109,840 annual",Faster than average (5% to 6%),400
n/a,55-3016.00,Infantry,,https://www.onetonline.org/link/summary/55-3016.00,,,
n/a,55-1016.00,Infantry Officers,,https://www.onetonline.org/link/summary/55-1016.00,,,
n/a,43-4199.00,"Information and Record Clerks, All Other",,https://www.onetonline.org/link/summary/43-4199.00,"$23.25 hourly, $48,360 annual",Little or no change,"17,800"
4,15-1212.00,Information Security Analysts,Y,https://www.onetonline.org/link/summary/15-1212.00,"$60.05 hourly, $124,910 annual",Much faster than average (7% or higher),"16,000"
4,15-1299.05,Information Security Engineers,Y,https://www.onetonline.org/link/summary/15-1299.05,"$52.39 hourly, $108,970 annual",Much faster than average (7% or higher),"31,300"
4,15-1299.09,Information Technology Project Managers,Y,https://www.onetonline.org/link/summary/15-1299.09,"$52.39 hourly, $108,970 annual",Much faster than average (7% or higher),"31,300"
2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Y,https://www.onetonline.org/link/summary/51-9061.00,"$22.82 hourly, $47,460 annual",Little or no change,"69,900"
n/a,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",,https://www.onetonline.org/link/summary/49-9099.00,"$23.39 hourly, $48,640 annual",Slower than average (1% to 2%),"21,500"
5,25-9031.00,Instructional Coordinators,Y,https://www.onetonline.org/link/summary/25-9031.00,"$35.92 hourly, $74,720 annual",Slower than average (1% to 2%),"21,900"
2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Y,https://www.onetonline.org/link/summary/47-2131.00,"$23.41 hourly, $48,680 annual",Average (3% to 4%),"3,400"
2,47-2132.00,"Insulation Workers, Mechanical",Y,https://www.onetonline.org/link/summary/47-2132.00,"$27.52 hourly, $57,250 annual",Faster than average (5% to 6%),"2,300"
3,13-1032.00,"Insurance Appraisers, Auto Damage",Y,https://www.onetonline.org/link/summary/13-1032.00,"$36.85 hourly, $76,650 annual",Decline (-1% or lower),500
2,43-9041.00,Insurance Claims and Policy Processing Clerks,Y,https://www.onetonline.org/link/summary/43-9041.00,"$23.29 hourly, $48,450 annual",Decline (-1% or lower),"20,300"
4,41-3021.00,Insurance Sales Agents,Y,https://www.onetonline.org/link/summary/41-3021.00,"$29.02 hourly, $60,370 annual",Average (3% to 4%),"47,000"
4,13-2053.00,Insurance Underwriters,Y,https://www.onetonline.org/link/summary/13-2053.00,"$38.40 hourly, $79,880 annual",Decline (-1% or lower),"8,200"
4,33-3021.06,Intelligence Analysts,Y,https://www.onetonline.org/link/summary/33-3021.06,"$44.99 hourly, $93,580 annual",Decline (-1% or lower),"7,800"
4,27-1025.00,Interior Designers,Y,https://www.onetonline.org/link/summary/27-1025.00,"$30.52 hourly, $63,490 annual",Average (3% to 4%),"7,800"
4,27-3091.00,Interpreters and Translators,Y,https://www.onetonline.org/link/summary/27-3091.00,"$28.58 hourly, $59,440 annual",Slower than average (1% to 2%),"6,900"
3,43-4111.00,"Interviewers, Except Eligibility and Loan",Y,https://www.onetonline.org/link/summary/43-4111.00,"$21.07 hourly, $43,830 annual",Decline (-1% or lower),"15,800"
5,11-3031.03,Investment Fund Managers,Y,https://www.onetonline.org/link/summary/11-3031.03,"$77.74 hourly, $161,700 annual",Much faster than average (7% or higher),"74,600"
3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Y,https://www.onetonline.org/link/summary/37-2011.00,"$17.27 hourly, $35,930 annual",Slower than average (1% to 2%),"351,300"
3,51-9071.00,Jewelers and Precious Stone and Metal Workers,Y,https://www.onetonline.org/link/summary/51-9071.00,"$23.63 hourly, $49,140 annual",Decline (-1% or lower),"4,000"
5,23-1023.00,"Judges, Magistrate Judges, and Magistrates",Y,https://www.onetonline.org/link/summary/23-1023.00,"$75.10 hourly, $156,210 annual",Average (3% to 4%),900
5,23-1012.00,Judicial Law Clerks,Y,https://www.onetonline.org/link/summary/23-1012.00,"$29.04 hourly, $60,400 annual",Average (3% to 4%),"1,000"
4,25-2012.00,"Kindergarten Teachers, Except Special Education",Y,https://www.onetonline.org/link/summary/25-2012.00,"$61,430 annual",Decline (-1% or lower),"12,800"
4,13-1075.00,Labor Relations Specialists,Y,https://www.onetonline.org/link/summary/13-1075.00,"$44.95 hourly, $93,500 annual",Little or no change,"5,100"
2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Y,https://www.onetonline.org/link/summary/53-7062.00,"$18.72 hourly, $38,940 annual",Slower than average (1% to 2%),"384,300"
4,17-1012.00,Landscape Architects,Y,https://www.onetonline.org/link/summary/17-1012.00,"$38.30 hourly, $79,660 annual",Average (3% to 4%),"1,700"
1,37-3011.00,Landscaping and Groundskeeping Workers,Y,https://www.onetonline.org/link/summary/37-3011.00,"$18.31 hourly, $38,090 annual",Average (3% to 4%),"158,200"
2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4034.00,"$23.38 hourly, $48,620 annual",Decline (-1% or lower),"1,500"
1,51-6011.00,Laundry and Dry-Cleaning Workers,Y,https://www.onetonline.org/link/summary/51-6011.00,"$16.25 hourly, $33,800 annual",Faster than average (5% to 6%),"31,900"
5,25-1112.00,"Law Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1112.00,"$126,650 annual",Slower than average (1% to 2%),"2,200"
5,23-1011.00,Lawyers,Y,https://www.onetonline.org/link/summary/23-1011.00,"$72.67 hourly, $151,160 annual",Average (3% to 4%),"31,500"
2,51-4192.00,"Layout Workers, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4192.00,"$29.74 hourly, $61,870 annual",Decline (-1% or lower),500
3,43-6012.00,Legal Secretaries and Administrative Assistants,Y,https://www.onetonline.org/link/summary/43-6012.00,"$26.03 hourly, $54,140 annual",Decline (-1% or lower),"19,600"
n/a,23-2099.00,"Legal Support Workers, All Other",,https://www.onetonline.org/link/summary/23-2099.00,"$33.06 hourly, $68,760 annual",Decline (-1% or lower),"4,700"
4,11-1031.00,Legislators,Y,https://www.onetonline.org/link/summary/11-1031.00,"$44,810 annual",Average (3% to 4%),"2,200"
5,25-4022.00,Librarians and Media Collections Specialists,Y,https://www.onetonline.org/link/summary/25-4022.00,"$30.92 hourly, $64,320 annual",Slower than average (1% to 2%),"13,500"
2,43-4121.00,"Library Assistants, Clerical",Y,https://www.onetonline.org/link/summary/43-4121.00,"$17.31 hourly, $36,010 annual",Decline (-1% or lower),"12,800"
5,25-1082.00,"Library Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1082.00,"$78,630 annual",Average (3% to 4%),400
3,25-4031.00,Library Technicians,Y,https://www.onetonline.org/link/summary/25-4031.00,"$19.22 hourly, $39,970 annual",Decline (-1% or lower),"13,000"
3,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Y,https://www.onetonline.org/link/summary/29-2061.00,"$29.97 hourly, $62,340 annual",Average (3% to 4%),"54,400"
n/a,19-1099.00,"Life Scientists, All Other",,https://www.onetonline.org/link/summary/19-1099.00,"$42.21 hourly, $87,800 annual",Average (3% to 4%),400
n/a,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",,https://www.onetonline.org/link/summary/19-4099.00,"$28.91 hourly, $60,130 annual",Average (3% to 4%),"10,600"
2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Y,https://www.onetonline.org/link/summary/33-9092.00,"$16.21 hourly, $33,720 annual",Faster than average (5% to 6%),"42,700"
2,53-3033.00,Light Truck Drivers,Y,https://www.onetonline.org/link/summary/53-3033.00,"$21.22 hourly, $44,140 annual",Much faster than average (7% or higher),"120,200"
3,27-4015.00,Lighting Technicians,Y,https://www.onetonline.org/link/summary/27-4015.00,"$29.11 hourly, $60,560 annual",Decline (-1% or lower),800
2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Y,https://www.onetonline.org/link/summary/47-5044.00,"$33.11 hourly, $68,860 annual",Decline (-1% or lower),500
3,43-4131.00,Loan Interviewers and Clerks,Y,https://www.onetonline.org/link/summary/43-4131.00,"$23.53 hourly, $48,950 annual",Decline (-1% or lower),"13,300"
4,13-2072.00,Loan Officers,Y,https://www.onetonline.org/link/summary/13-2072.00,"$35.66 hourly, $74,180 annual",Slower than average (1% to 2%),"20,300"
2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Y,https://www.onetonline.org/link/summary/39-3093.00,"$16.73 hourly, $34,800 annual",Faster than average (5% to 6%),"4,200"
2,49-9094.00,Locksmiths and Safe Repairers,Y,https://www.onetonline.org/link/summary/49-9094.00,"$24.27 hourly, $50,490 annual",Decline (-1% or lower),"1,700"
2,53-4011.00,Locomotive Engineers,Y,https://www.onetonline.org/link/summary/53-4011.00,"$37.21 hourly, $77,400 annual",Slower than average (1% to 2%),"2,200"
4,11-9081.00,Lodging Managers,Y,https://www.onetonline.org/link/summary/11-9081.00,"$32.76 hourly, $68,130 annual",Average (3% to 4%),"5,400"
2,45-4023.00,Log Graders and Scalers,Y,https://www.onetonline.org/link/summary/45-4023.00,"$22.46 hourly, $46,710 annual",Decline (-1% or lower),600
1,45-4022.00,Logging Equipment Operators,Y,https://www.onetonline.org/link/summary/45-4022.00,"$23.66 hourly, $49,210 annual",Decline (-1% or lower),"4,200"
n/a,45-4029.00,"Logging Workers, All Other",,https://www.onetonline.org/link/summary/45-4029.00,"$25.00 hourly, $52,000 annual",Decline (-1% or lower),400
4,13-1081.00,Logisticians,Y,https://www.onetonline.org/link/summary/13-1081.00,"$38.89 hourly, $80,880 annual",Much faster than average (7% or higher),"26,400"
4,13-1081.02,Logistics Analysts,Y,https://www.onetonline.org/link/summary/13-1081.02,"$38.89 hourly, $80,880 annual",Much faster than average (7% or higher),"26,400"
4,13-1081.01,Logistics Engineers,Y,https://www.onetonline.org/link/summary/13-1081.01,"$38.89 hourly, $80,880 annual",Much faster than average (7% or higher),"26,400"
4,11-9199.08,Loss Prevention Managers,Y,https://www.onetonline.org/link/summary/11-9199.08,"$65.65 hourly, $136,550 annual",Faster than average (5% to 6%),"106,700"
5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Y,https://www.onetonline.org/link/summary/29-1122.01,"$47.28 hourly, $98,340 annual",Much faster than average (7% or higher),"10,200"
2,53-7063.00,Machine Feeders and Offbearers,Y,https://www.onetonline.org/link/summary/53-7063.00,"$19.09 hourly, $39,700 annual",Decline (-1% or lower),"4,700"
3,51-4041.00,Machinists,Y,https://www.onetonline.org/link/summary/51-4041.00,"$27.00 hourly, $56,150 annual",Little or no change,"29,500"
3,29-2035.00,Magnetic Resonance Imaging Technologists,Y,https://www.onetonline.org/link/summary/29-2035.00,"$42.40 hourly, $88,180 annual",Much faster than average (7% or higher),"2,600"
1,37-2012.00,Maids and Housekeeping Cleaners,Y,https://www.onetonline.org/link/summary/37-2012.00,"$16.66 hourly, $34,660 annual",Little or no change,"193,500"
2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Y,https://www.onetonline.org/link/summary/43-9051.00,"$18.34 hourly, $38,150 annual",Decline (-1% or lower),"6,900"
3,49-9071.00,"Maintenance and Repair Workers, General",Y,https://www.onetonline.org/link/summary/49-9071.00,"$23.38 hourly, $48,620 annual",Average (3% to 4%),"159,800"
3,49-9043.00,"Maintenance Workers, Machinery",Y,https://www.onetonline.org/link/summary/49-9043.00,"$29.09 hourly, $60,500 annual",Decline (-1% or lower),"4,800"
3,39-5091.00,"Makeup Artists, Theatrical and Performance",Y,https://www.onetonline.org/link/summary/39-5091.00,"$24.17 hourly, $50,280 annual",Much faster than average (7% or higher),"1,100"
4,13-1111.00,Management Analysts,Y,https://www.onetonline.org/link/summary/13-1111.00,"$48.65 hourly, $101,190 annual",Much faster than average (7% or higher),"98,100"
n/a,11-9199.00,"Managers, All Other",,https://www.onetonline.org/link/summary/11-9199.00,"$65.65 hourly, $136,550 annual",Faster than average (5% to 6%),"106,700"
2,39-5092.00,Manicurists and Pedicurists,Y,https://www.onetonline.org/link/summary/39-5092.00,"$16.66 hourly, $34,660 annual",Much faster than average (7% or higher),"24,800"
2,49-9095.00,Manufactured Building and Mobile Home Installers,Y,https://www.onetonline.org/link/summary/49-9095.00,"$19.75 hourly, $41,080 annual",Faster than average (5% to 6%),300
4,17-2112.03,Manufacturing Engineers,Y,https://www.onetonline.org/link/summary/17-2112.03,"$48.63 hourly, $101,140 annual",Much faster than average (7% or higher),"25,200"
4,17-2121.00,Marine Engineers and Naval Architects,Y,https://www.onetonline.org/link/summary/17-2121.00,"$50.80 hourly, $105,670 annual",Faster than average (5% to 6%),600
4,13-1161.00,Market Research Analysts and Marketing Specialists,Y,https://www.onetonline.org/link/summary/13-1161.00,"$37.00 hourly, $76,950 annual",Much faster than average (7% or higher),"87,200"
4,11-2021.00,Marketing Managers,Y,https://www.onetonline.org/link/summary/11-2021.00,"$77.42 hourly, $161,030 annual",Much faster than average (7% or higher),"34,300"
5,21-1013.00,Marriage and Family Therapists,Y,https://www.onetonline.org/link/summary/21-1013.00,"$30.66 hourly, $63,780 annual",Much faster than average (7% or higher),"7,700"
3,31-9011.00,Massage Therapists,Y,https://www.onetonline.org/link/summary/31-9011.00,"$27.86 hourly, $57,950 annual",Much faster than average (7% or higher),"24,700"
n/a,53-7199.00,"Material Moving Workers, All Other",,https://www.onetonline.org/link/summary/53-7199.00,"$20.04 hourly, $41,690 annual",Average (3% to 4%),"3,100"
4,17-2131.00,Materials Engineers,Y,https://www.onetonline.org/link/summary/17-2131.00,"$52.07 hourly, $108,310 annual",Faster than average (5% to 6%),"1,500"
4,19-2032.00,Materials Scientists,Y,https://www.onetonline.org/link/summary/19-2032.00,"$50.08 hourly, $104,160 annual",Faster than average (5% to 6%),600
n/a,15-2099.00,"Mathematical Science Occupations, All Other",,https://www.onetonline.org/link/summary/15-2099.00,"$34.37 hourly, $71,490 annual",Average (3% to 4%),300
5,25-1022.00,"Mathematical Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1022.00,"$79,350 annual",Slower than average (1% to 2%),"4,400"
5,15-2021.00,Mathematicians,Y,https://www.onetonline.org/link/summary/15-2021.00,"$58.50 hourly, $121,680 annual",Decline (-1% or lower),100
1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Y,https://www.onetonline.org/link/summary/51-3022.00,"$18.13 hourly, $37,700 annual",Faster than average (5% to 6%),"18,400"
2,49-9011.00,Mechanical Door Repairers,Y,https://www.onetonline.org/link/summary/49-9011.00,"$24.54 hourly, $51,050 annual",Much faster than average (7% or higher),"2,700"
3,17-3013.00,Mechanical Drafters,Y,https://www.onetonline.org/link/summary/17-3013.00,"$32.94 hourly, $68,510 annual",Decline (-1% or lower),"3,300"
3,17-3027.00,Mechanical Engineering Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3027.00,"$33.04 hourly, $68,730 annual",Little or no change,"3,200"
4,17-2141.00,Mechanical Engineers,Y,https://www.onetonline.org/link/summary/17-2141.00,"$49.19 hourly, $102,320 annual",Much faster than average (7% or higher),"18,100"
4,17-2199.05,Mechatronics Engineers,Y,https://www.onetonline.org/link/summary/17-2199.05,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
n/a,27-4099.00,"Media and Communication Equipment Workers, All Other",,https://www.onetonline.org/link/summary/27-4099.00,"$32.30 hourly, $67,190 annual",Slower than average (1% to 2%),"1,100"
n/a,27-3099.00,"Media and Communication Workers, All Other",,https://www.onetonline.org/link/summary/27-3099.00,"$34.51 hourly, $71,770 annual",Average (3% to 4%),"3,000"
4,27-2012.03,Media Programming Directors,Y,https://www.onetonline.org/link/summary/27-2012.03,"$40.13 hourly, $83,480 annual",Faster than average (5% to 6%),"12,800"
4,27-2012.05,Media Technical Directors/Managers,Y,https://www.onetonline.org/link/summary/27-2012.05,"$40.13 hourly, $83,480 annual",Faster than average (5% to 6%),"12,800"
3,29-2012.00,Medical and Clinical Laboratory Technicians,Y,https://www.onetonline.org/link/summary/29-2012.00,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),"22,600"
4,29-2011.00,Medical and Clinical Laboratory Technologists,Y,https://www.onetonline.org/link/summary/29-2011.00,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),"22,600"
4,11-9111.00,Medical and Health Services Managers,Y,https://www.onetonline.org/link/summary/11-9111.00,"$56.71 hourly, $117,960 annual",Much faster than average (7% or higher),"62,100"
3,51-9082.00,Medical Appliance Technicians,Y,https://www.onetonline.org/link/summary/51-9082.00,"$22.63 hourly, $47,060 annual",Average (3% to 4%),"1,500"
3,31-9092.00,Medical Assistants,Y,https://www.onetonline.org/link/summary/31-9092.00,"$21.25 hourly, $44,200 annual",Much faster than average (7% or higher),"112,300"
4,29-2036.00,Medical Dosimetrists,Y,https://www.onetonline.org/link/summary/29-2036.00,"$66.40 hourly, $138,110 annual",Average (3% to 4%),200
2,31-9093.00,Medical Equipment Preparers,Y,https://www.onetonline.org/link/summary/31-9093.00,"$22.35 hourly, $46,490 annual",Much faster than average (7% or higher),"10,900"
3,49-9062.00,Medical Equipment Repairers,Y,https://www.onetonline.org/link/summary/49-9062.00,"$30.11 hourly, $62,630 annual",Much faster than average (7% or higher),"7,300"
3,29-2072.00,Medical Records Specialists,Y,https://www.onetonline.org/link/summary/29-2072.00,"$24.16 hourly, $50,250 annual",Much faster than average (7% or higher),"14,200"
5,19-1042.00,"Medical Scientists, Except Epidemiologists",Y,https://www.onetonline.org/link/summary/19-1042.00,"$48.36 hourly, $100,590 annual",Much faster than average (7% or higher),"9,600"
2,43-6013.00,Medical Secretaries and Administrative Assistants,Y,https://www.onetonline.org/link/summary/43-6013.00,"$21.46 hourly, $44,640 annual",Average (3% to 4%),"85,900"
3,31-9094.00,Medical Transcriptionists,Y,https://www.onetonline.org/link/summary/31-9094.00,"$18.05 hourly, $37,550 annual",Decline (-1% or lower),"7,400"
4,13-1121.00,"Meeting, Convention, and Event Planners",Y,https://www.onetonline.org/link/summary/13-1121.00,"$28.58 hourly, $59,440 annual",Faster than average (5% to 6%),"15,500"
5,21-1023.00,Mental Health and Substance Abuse Social Workers,Y,https://www.onetonline.org/link/summary/21-1023.00,"$28.88 hourly, $60,060 annual",Much faster than average (7% or higher),"13,500"
5,21-1014.00,Mental Health Counselors,Y,https://www.onetonline.org/link/summary/21-1014.00,"$28.46 hourly, $59,190 annual",Much faster than average (7% or higher),"48,300"
3,27-1026.00,Merchandise Displayers and Window Trimmers,Y,https://www.onetonline.org/link/summary/27-1026.00,"$17.96 hourly, $37,350 annual",Average (3% to 4%),"20,800"
n/a,51-4199.00,"Metal Workers and Plastic Workers, All Other",,https://www.onetonline.org/link/summary/51-4199.00,"$20.56 hourly, $42,750 annual",Decline (-1% or lower),"1,700"
2,51-4051.00,Metal-Refining Furnace Operators and Tenders,Y,https://www.onetonline.org/link/summary/51-4051.00,"$26.81 hourly, $55,770 annual",Decline (-1% or lower),"2,000"
2,43-5041.00,"Meter Readers, Utilities",Y,https://www.onetonline.org/link/summary/43-5041.00,"$23.64 hourly, $49,180 annual",Decline (-1% or lower),"1,300"
4,19-1022.00,Microbiologists,Y,https://www.onetonline.org/link/summary/19-1022.00,"$41.98 hourly, $87,330 annual",Average (3% to 4%),"1,700"
5,17-2199.06,Microsystems Engineers,Y,https://www.onetonline.org/link/summary/17-2199.06,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Y,https://www.onetonline.org/link/summary/25-2022.00,"$62,970 annual",Decline (-1% or lower),"40,500"
5,29-9099.01,Midwives,Y,https://www.onetonline.org/link/summary/29-9099.01,"$30.78 hourly, $64,030 annual",Average (3% to 4%),"2,600"
n/a,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",,https://www.onetonline.org/link/summary/55-3019.00,,,
n/a,55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other",,https://www.onetonline.org/link/summary/55-1019.00,,,
2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4035.00,"$23.22 hourly, $48,310 annual",Decline (-1% or lower),"1,100"
2,49-9044.00,Millwrights,Y,https://www.onetonline.org/link/summary/49-9044.00,"$31.33 hourly, $65,170 annual",Little or no change,"3,600"
4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Y,https://www.onetonline.org/link/summary/17-2151.00,"$48.57 hourly, $101,020 annual",Slower than average (1% to 2%),400
2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-9023.00,"$22.92 hourly, $47,680 annual",Decline (-1% or lower),"8,800"
3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Y,https://www.onetonline.org/link/summary/49-3042.00,"$30.76 hourly, $63,980 annual",Faster than average (5% to 6%),"16,500"
3,51-4061.00,"Model Makers, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4061.00,"$30.14 hourly, $62,700 annual",Decline (-1% or lower),300
3,51-7031.00,"Model Makers, Wood",Y,https://www.onetonline.org/link/summary/51-7031.00,"$24.93 hourly, $51,850 annual",Decline (-1% or lower),100
2,41-9012.00,Models,Y,https://www.onetonline.org/link/summary/41-9012.00,"$43.26 hourly, $89,990 annual",Little or no change,"1,200"
2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-9195.00,"$21.97 hourly, $45,690 annual",Faster than average (5% to 6%),"5,500"
2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4072.00,"$19.82 hourly, $41,230 annual",Decline (-1% or lower),"15,900"
5,19-1029.02,Molecular and Cellular Biologists,Y,https://www.onetonline.org/link/summary/19-1029.02,"$44.87 hourly, $93,330 annual",Slower than average (1% to 2%),"4,800"
3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Y,https://www.onetonline.org/link/summary/39-4031.00,"$23.94 hourly, $49,800 annual",Average (3% to 4%),"3,200"
2,39-3021.00,Motion Picture Projectionists,Y,https://www.onetonline.org/link/summary/39-3021.00,"$18.35 hourly, $38,180 annual",Decline (-1% or lower),500
n/a,53-3099.00,"Motor Vehicle Operators, All Other",,https://www.onetonline.org/link/summary/53-3099.00,"$17.43 hourly, $36,260 annual",Faster than average (5% to 6%),"11,100"
3,49-3051.00,Motorboat Mechanics and Service Technicians,Y,https://www.onetonline.org/link/summary/49-3051.00,"$26.42 hourly, $54,950 annual",Faster than average (5% to 6%),"2,600"
2,53-5022.00,Motorboat Operators,Y,https://www.onetonline.org/link/summary/53-5022.00,"$24.94 hourly, $51,880 annual",Slower than average (1% to 2%),300
3,49-3052.00,Motorcycle Mechanics,Y,https://www.onetonline.org/link/summary/49-3052.00,"$22.69 hourly, $47,200 annual",Faster than average (5% to 6%),"1,500"
2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4081.00,"$22.14 hourly, $46,060 annual",Little or no change,"12,800"
4,25-4013.00,Museum Technicians and Conservators,Y,https://www.onetonline.org/link/summary/25-4013.00,"$22.82 hourly, $47,460 annual",Faster than average (5% to 6%),"1,900"
4,27-2041.00,Music Directors and Composers,Y,https://www.onetonline.org/link/summary/27-2041.00,"$30.61 hourly, $63,670 annual",Little or no change,"4,300"
4,29-1129.02,Music Therapists,Y,https://www.onetonline.org/link/summary/29-1129.02,"$31.26 hourly, $65,010 annual",Much faster than average (7% or higher),"4,100"
3,49-9063.00,Musical Instrument Repairers and Tuners,Y,https://www.onetonline.org/link/summary/49-9063.00,"$21.79 hourly, $45,320 annual",Slower than average (1% to 2%),600
4,27-2042.00,Musicians and Singers,Y,https://www.onetonline.org/link/summary/27-2042.00,$42.45 hourly,Slower than average (1% to 2%),"19,400"
2,39-9011.01,Nannies,Y,https://www.onetonline.org/link/summary/39-9011.01,"$15.41 hourly, $32,050 annual",Decline (-1% or lower),"160,200"
5,17-2199.09,Nanosystems Engineers,Y,https://www.onetonline.org/link/summary/17-2199.09,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
4,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3026.01,"$31.15 hourly, $64,790 annual",Slower than average (1% to 2%),"6,300"
5,11-9121.00,Natural Sciences Managers,Y,https://www.onetonline.org/link/summary/11-9121.00,"$77.49 hourly, $161,180 annual",Average (3% to 4%),"8,500"
5,29-1299.01,Naturopathic Physicians,Y,https://www.onetonline.org/link/summary/29-1299.01,"$54.68 hourly, $113,730 annual",Slower than average (1% to 2%),"2,400"
4,15-1244.00,Network and Computer Systems Administrators,Y,https://www.onetonline.org/link/summary/15-1244.00,"$46.54 hourly, $96,800 annual",Decline (-1% or lower),"14,300"
3,29-2099.01,Neurodiagnostic Technologists,Y,https://www.onetonline.org/link/summary/29-2099.01,"$23.46 hourly, $48,790 annual",Faster than average (5% to 6%),"13,600"
5,29-1217.00,Neurologists,Y,https://www.onetonline.org/link/summary/29-1217.00,"$115.00+ hourly, $239,200+ annual",Faster than average (5% to 6%),300
5,19-3039.02,Neuropsychologists,Y,https://www.onetonline.org/link/summary/19-3039.02,"$56.53 hourly, $117,580 annual",Average (3% to 4%),"3,900"
3,43-4141.00,New Accounts Clerks,Y,https://www.onetonline.org/link/summary/43-4141.00,"$22.41 hourly, $46,610 annual",Decline (-1% or lower),"2,300"
4,27-3023.00,"News Analysts, Reporters, and Journalists",Y,https://www.onetonline.org/link/summary/27-3023.00,"$28.98 hourly, $60,280 annual",Decline (-1% or lower),"4,100"
2,17-3029.01,Non-Destructive Testing Specialists,Y,https://www.onetonline.org/link/summary/17-3029.01,"$37.21 hourly, $77,390 annual",Slower than average (1% to 2%),"5,700"
4,17-2161.00,Nuclear Engineers,Y,https://www.onetonline.org/link/summary/17-2161.00,"$61.31 hourly, $127,520 annual",Decline (-1% or lower),800
3,29-2033.00,Nuclear Medicine Technologists,Y,https://www.onetonline.org/link/summary/29-2033.00,"$46.64 hourly, $97,020 annual",Average (3% to 4%),900
3,19-4051.02,Nuclear Monitoring Technicians,Y,https://www.onetonline.org/link/summary/19-4051.02,"$50.11 hourly, $104,240 annual",Decline (-1% or lower),700
3,51-8011.00,Nuclear Power Reactor Operators,Y,https://www.onetonline.org/link/summary/51-8011.00,"$58.95 hourly, $122,610 annual",Decline (-1% or lower),400
3,19-4051.00,Nuclear Technicians,Y,https://www.onetonline.org/link/summary/19-4051.00,"$50.11 hourly, $104,240 annual",Decline (-1% or lower),700
5,29-1151.00,Nurse Anesthetists,Y,https://www.onetonline.org/link/summary/29-1151.00,"$107.31 hourly, $223,210 annual",Much faster than average (7% or higher),"2,700"
